block_len,alpha,state,actual_mass,iid_mass,predicted_mass,prediction_error,actual_survival_ratio,predicted_survival_ratio
3,0.0,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0018916716750787652,0.0009711517568754134,0.4724608061532055,0.9709086212162353
3,0.25,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.001063148693106526,0.0001426287749031743,0.4724608061532055,0.5456656381604489
3,0.5,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0012480689456574026,0.00032754902745405086,0.4724608061532055,0.6405767529191208
3,0.75,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.002736285472445949,0.0018157655542425971,0.4724608061532055,1.40441028446223
3,1.0,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.009311646000900233,0.008391126082696881,0.4724608061532055,4.779242349025118
4,0.0,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0018916716750787652,0.0009711517568754134,0.4724608061532055,0.9709086212162353
4,0.25,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0006017018853729402,-0.0003188180328304116,0.4724608061532055,0.30882607992019856
4,0.5,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0013049194980038381,0.0003843995798004864,0.4724608061532055,0.6697555433621086
4,0.75,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.011421767957621683,0.010501248039418331,0.4724608061532055,5.862271516606866
4,1.0,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.05359104305943715,0.0526705231412338,0.4724608061532055,27.505833285901222
5,0.0,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0018916716750787652,0.0009711517568754134,0.4724608061532055,0.9709086212162353
5,0.25,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.00020881342750428902,-0.0007117064906990628,0.4724608061532055,0.10717438954155929
5,0.5,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0004413101081250386,-0.00047920981007831316,0.4724608061532055,0.2265043105805495
5,0.75,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,7.294848677141474e-05,-0.000847571431431937,0.4724608061532055,0.03744112450597222
5,1.0,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,2.076659871275851e-06,-0.0009184432583320759,0.4724608061532055,0.0010658546083434743
6,0.0,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0018916716750787652,0.0009711517568754134,0.4724608061532055,0.9709086212162353
6,0.25,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,5.8960215088132795e-05,-0.000861559703115219,0.4724608061532055,0.030261583916483883
6,0.5,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.0002982096986288011,-0.0006223102195745506,0.4724608061532055,0.15305741009043905
6,0.75,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,0.00011843388960929653,-0.0008020860285940552,0.4724608061532055,0.060786703094790506
6,1.0,late_growth|tail_64_95|even,0.0009205199182033517,0.0019483519187512319,8.11813552944312e-06,-0.0009124017826739086,0.4724608061532055,0.004166667967584789
